roleDefinitionId,roleName
c883944f-8b7b-4483-af10-35834be79c4a,Foundry Owner
eadc314b-1a2d-4efa-be10-5d325db5065e,Foundry Project Manager
53ca6127-db72-4b80-b1b0-d745d6d5456d,Foundry User
22926164-76b3-42b3-bc55-97df8dab3e41,Grafana Admin
a79a5197-3a5c-4973-a920-486035ffd60f,Grafana Editor
41e04612-9dac-4699-a02b-c82ff2cc3fb5,Grafana Limited Viewer
60921a7e-fef1-4a43-9b16-a26c52ad4769,Grafana Viewer
61ed4efc-fab3-44fd-b111-e24485cc132a,HDInsight Cluster Operator
8d8d5a11-05d3-4bda-a417-a08778121c7c,HDInsight Domain Services Contributor
fd036e6b-1266-47a0-b0bb-a05d04831731,HDInsight on AKS Cluster Admin
7656b436-37d4-490a-a4ab-d39f838f0042,HDInsight on AKS Cluster Pool Admin
f1082fec-a70f-419f-9230-885d2550fb38,Healthcare Agent Admin
af854a69-80ce-4ff7-8447-f1118a2e0ca8,Healthcare Agent Editor
eb5a76d5-50e7-4c33-a449-070e7c9c4cf2,Healthcare Agent Reader
350f8d15-c687-4448-8ae1-157740a3936d,Hierarchy Settings Administrator
